review panel,medicalspeciality,productcode,devicename,deviceclass,unclassifiedreason,gmpexemptflag,thirdpartyflag,regulationnumber ,submissiontypeID,definition,physicalstate ,technicalmethod ,targetarea,implant flag,life sustain support flag,summarymalfunctionreporting
NE,,OBA,"Polymerizing, Neurovascular Embolization Material",102,,N,N,,6,The neurovascular embolization device is placed in a blood vessel to permanenty obstruct blood flow to an intracranial aneurysm or other vascular malformation.   The device polymerizes or precipitates in situ.,"the embolization agent is dissolved in DMSO (dimethyl sulfoxide, an organic solvent); ethylene vinyl alcohol co-polymer (EVOH, the embolization agent) upon contact with aqueous solutions such as blood or saline, precipitates in situ forming a spongy/solid embolus - the micro-catheter is threaded up through the femoral artery into the brain and to the site of the aneurysm.  The embolic solution (EVOH plus DMSO) is slowly infused, and thereby the material precipitates.",intravascular embolization,intracranial aneurysms as specified by indication statement,Y,Y,Eligible
OB,OB,OBB,"Kit, Conception-Assist, Home Use",2,,N,N,884.5250244,1,sperm friendly moisturizer samples (Pre Lubricant); 1 conception journal; 1 instruction manual; 2 conception wheels (1 in English and 1 in French); 1 medical provider envelope.,"sperm friendly moisturizer samples (Pre Lubricant); 1 conception journal; 1 instruction manual; 2 conception wheels (1 in English and 1 in French); 1 medical provider envelope.  All device contents have been previously cleared through pre-market notifications; however, the condom and cervical cap have new indications for use (semen collector and collection cap respectively).","During sexual intercouse, sperm is collected in a polyurethane semen collection device (condom).  Immediately thereafter, this sperm is transferred to the bowl of a cervical cap (made of silicone elastomers).  This cap is placed on the cervix for up to 6 hours, so as to improve the chances of insemination.","Sperm, uterine horn, vagina and embryo (if any) have the potential to be affected by this device.",N,N,Eligible
CV,,OBC,"Occluder, Internal Vessel, Temporary",3,,N,N,,2,For temporarily occluding vessels during anastomosis procedures.,liquid at room temperature and gel at body temperature,"The material is thermosensitive such that it forms a gel when injected into the blood vessel, and remains gelled for the period it takes to make the anastomosis",blood vessels,N,N,Eligible
CV,,OBD,"Barrier, Adhesion, Cardiovascular",3,,N,N,,2,"Indicated to reduce the incidence, severity or extent of adhesions/tissue attachment in cardiovascular surgery by providing a plane of dissection or mechanical barrier between opposing surfaces of tissue and/or devices.  Intended for use in cardiac surgery to prevent or reduce adhesions, and facilitate reoperation in patients who are anticipated to need staged cardiovascular surgeries or repeat procedures in the thoracic region.",a resorbable synthetic polymeric material that is either a sheet of material or a spray liquid,"the barrier may be either placed in the area of concern, or sutured in place, or sprayed onto the area",thoracic region,Y,N,Eligible
IM,IM,OBE,Anti-Ss-A 52 Autoantibodies,2,,N,N,866.5100098,1,"The device is used for the detection, in human serum or plasma, of autoantibodies to SS-A 52.  The detection of SS-A 52 autoantibodies may aid in the diagnosis of systemic lupus erythematosus, Sjogren's syndrome, systemic sclerosis, polymyositis and dermatomyositis.",The device consist of components/reagents to detect and semi-quantitatively measure autoantibodies to SS-A 52.,Enzyme-linked immunosorbent assay (ELISA) or enzyme immunoassay (EIA),The assay is performed by testing human serum or plasma.,N,N,Eligible
MI,,OBF,"Assay, Genotyping, Hepatitis C Virus",3,,N,N,,2,In vitro diagnostic device for qualitative detection and classification of 8 clinically relevant Hepatitis C Virus RNA genotypes,RT-PCR amplification,In vitro diagnostic device for qualitative detection and classification of 8 clinically relevant Hepatitis C Virus RNA genotypes,Human specimens,N,N,Ineligible
GU,CV,OBH,"Monitor, Extracellular Fluid, Lymphedema, Extremity",2,,N,Y,870.2769775,1,"Measure impedances in affected and unaffected but opposite extremity to periodically monitor the level of extracellular fluid or the differences in bioimpedance between opposing extremities for patients who have been previously diagnosed with unilateral lymphedema (that is, in one affected extremity)",Electronic black box/monitor with keypad or other interface and display having the ability to connect to four electrodes and computer,Applies a small alternating current of one or more frequencies through electrodes attached to particular locations on the skin surface of the subject's body and then measures/calculates level of bioimpedance indicated by living tissue over the area assessed,The arms and/or legs of the subject,N,N,Eligible
CV,CV,OBI,"Catheter, Pressure Monitoring, Cardiac",2,,N,N,870.1199951,1,To measure pressure within the cardiovascular system.,Catheter with sensors.,The catheter uses sensors which directly measure the pressure.,Cardiovascular system.,N,N,Eligible
CV,CV,OBJ,"Catheter, Ultrasound, Intravascular",2,,N,N,870.1199951,1,For intracardiac and intraluminal visualization of cardiovascular anatomy and physiology.,Catheter with ultrasound sensors that is used with an imaging system to display ultrasound image.,Catheter with ultrasound sensors that is used with an imaging system to display ultrasound image.,Cardiovascular anatomy and physiology.,N,N,Eligible
HO,HO,OBK,"Port, Protector/Cushion",2,,N,N,880.5964966,1,Intended to cushion and protect the localized area surrounding the implanted port and indicated for subjects having implanted subcutaneous or intravascular infusion ports.,Device is a foam ring with adhesive that is placed on intact skin over the port access site. The foam ring can be any defined shape that covers the port. The foam provides a barrier to the implanted port.,Device is applied on top of intact skin and provides a protection barrier over the implanted port.,The device is used on intact skin.,N,N,Eligible
OR,OR,OBL,"Cement, Bone, Pre-Formed, Modular, Polymeric, Vertebroplasty",2,,N,N,888.3026733,1,Reduction of vertebral body fractures in conjunction with PMMA bone cement cleared for vertebroplasty and restoration of vertebral body height.,"Interlocking pre-formed polymeric (e.g., PEEK) components sized to the desired vertebral body dimensions","Implanted modularly within the vertebral body until desired height is achieved, then encapsulated in PMMA.",Thoracic or lumbar vertebral bodies,Y,N,Eligible
OR,OR,OBM,"Cement, Bone, Vertebroplasty, Pre-Formed, Modular",2,,N,N,888.3026733,1,Reduction of vertebral body fractures in conjunction with PMMA bone cement cleared for vertebroplasty and restoration of vertebral body height.,Interlocking pre-formed PMMA components sized to the desired vertebral body dimensions,"Implanted modularly within the vertebral body until desired dimensions are achieved, then encapsulated in PMMA",Thoracic or lumbar vertebral bodies,Y,N,Eligible
AN,AN,OBN,"Humidifier, Respiratory, Mask (Direct Patient Interface)",2,,N,N,868.5449829,1,"Intended to moderate blood pressure in hypertensive patients when they are exposed to the cold. The mask attenuates (moderates) the physiological response, increases in blood pressure, associated with cold exposure, by warming the inhaled air during cold exposure for individuals with hypertension, medicated or non-medicated.","A simple mask that is placed over the patient's nose and mouth, and held in place with an elastic band around the back of the head.",Non-invasive heat-exchange device,Patient's nose/mouth area.,N,N,Eligible
OP,OP,OBO,"Tomography, Optical Coherence",2,,N,N,886.1569824,1,"Viewing, imaging, measurement, and analysis of ocular structures.  Diagnostic device to aid in the detection and management of various ocular diseases.",Computerized imaging device consisting of light sources and beam delivery and scanning optics.,"Cross sectional tomograms of ocular structures are obtained using non-invasive, non-contact, low-coherence optical interferometry.",Eye.,N,N,Eligible
NE,NE,OBP,Transcranial Magnetic Stimulator,2,,N,N,882.5805054,1,"A transcranial magnetic stimulator is a device that delivers brief duration, rapidly alternating, or pulsed, magnetic fields to induce electrical currents that are directed at spatially discrete regions of the cerebral cortex for the treatment of major depressive disorder.","Hardware (a treatment chair and head support, a console and gantry), a touch screen graphic user interface (GUI), system processor and power modules, a magnetic coil (Coil) and gantry, and Coil interface electronics) and software (to provide user interface, control various subsystems.","A device that delivers brief duration, rapidly alternating, or pulsed, magnetic fields to induce electrical currents that are directed at spatially discrete regions of the cerebral cortex.",Cerebral cortex,N,N,Eligible
DE,,OBR,"Mouthguard, Over-The-Counter",85,1,N,N,,1,To protect the teeth and reduce damage caused by bruxing or nighttime grinding and prevention of the noise associated with bruxing and grinding.,It is a material similar to a hard methylmethacrylate or a softer thermoplastic resin.,The dental mouthguard is a removable appliance that is fitted to the teeth by taking an immpression of the teeth or using a thermoplastic resin,Oral Cavity,N,N,Eligible
OR,OR,OBT,"Plate, Bone, Growth Control, Pediatric, Epiphysiodesis",2,,N,N,888.3029785,1,"Intended to redirect the angle of growth of long bone(s) only in pediatric patients. Indicated for temporary or permanent epiphysiodesis.  For gradually correcting angular deformities of long bones in pediatric patients with an open physis.  Specific conditions/diseases for which the device will be indicated include valgus, varus, or flexion extension deformities of the knee (femur and/or tibia); valgus, varus or plantar flexion deformities of the ankle, valgus or varus deformities of the elbow, as well as radial or ulnar deviation, flexion or extension deformities of the wrist (radius).  The device may be removed when growth has equalized or the growth plate has fused.",Metallic bone fixation appliances and accessories,Mechanical bone fixation,"Long bone growth plates only.  Spinal indications require additional testing, labeling and an different product code.",Y,Y,Eligible
NE,NE,OBV,Eating Disorder Conditioning Tool,2,,N,N,882.5059814,1,"A conditioning tool for eating disorders is a medical device that non-invasively measures the mass of food eaten during a meal and provides feedback in the form of eating rate, patient satiety, and eating pattern information to the patient.",A flat scale is connected to a monitor which records data and displays the food consumption rate.  The monitor also prompts the user for satiety sensation and displays trend.,Uses scale to meaure weight of plate during meal.  Prompts user to provide feedback on satiety during meal.  Provides display for actual and target food consumption rate.,brain and stomach,N,N,Eligible
HE,HE,OBW,"11-Dehydro Thromboxane B2 Kit, Urinary",2,,N,N,864.5700073,1,"The test kit is an enzyme-linked immunoassay (elisa) to determine levels of 11-dehydro thromboxane b2 (11dhtxb2) in human urine, which aids in the qualitative detection of aspirin effect in apparently healthy individuals post ingestion.  For professional use only.",n/a,An enzyme linked immunosorbent assay (ELISA) for the detection of 11dhTxB2.,n/a,N,N,Eligible
OB,OB,OBY,"Condom, Female, Animal Tissue",3,,N,N,884.53302,2,A female condom is a sheath-like device that lines the vaginal wall and is inserted into the vagina prior to the initiation of coitus. It is indicated for contraceptive and prophylactic (preventing the transmission of sexually transmitted diseases) purposes.,"A sheath like device made from animal tissue, with retention mechanisms as to stay in place during coitus.",Provides a thin film barrier to sperm and std microorganisms.,vagina,N,N,Eligible
IM,IM,OBZ,"Alpha-1-Antitrypsin Kit, Qualitative Phenotype",2,,N,N,866.5130005,1,The alpha-1-antitrypsin qualitative phenotype test result is used as an aid in the diagnosis of alpha-1-antitrypsin deficiency in conjunction with clinical and other laboratory findings. For in vitro diagnostic use only.,A1AT Antibody Isoelectric focusing gel qualitative phenotype kit and A1AT qualitative phenotype control,Isoelectric focusing gel qualitative test.,Blood serum,N,N,Eligible
IM,,OCB,"Rt-Pcr Multigene Expression Test, Sentinel Lymph Node, Cancer Metastasis Detection",3,,N,N,,2,"A gene expression test for detection of cancer metastasisis an in vitro diagnostic test performed on tissue of interest from patients previously diagnosed with cancer.  Results from the test can be used to guide the intra-operative or post-operative decision to remove additional tissue. Post-operative histological evaluation of permanent sections of the tissue specimen, in accordance with usual diagnostic practice and using an appropriate histological sampling scheme, is required.","Test consists of reagents, instrumentation, software and instructions needed to perform the test method.","In vitro replication, amplification and detection of mRNA representing the product of one or multiple genes from a cancerous tissue of interest.","Human tissue from known cancer patients, removed during biopsy procedures for detection of cancer metastases.",N,Y,Ineligible
MI,MI,OCC,Respiratory Virus Panel Nucleic Acid Assay System,2,,N,N,866.3980103,1,"A respiratory viral panel multiplex nucleic acid assay is a qualitative in vitro diagnostic device intended to simultaneously detect and identify multiple viral nucleic acids extracted from human respiratory specimens or viral culture.  The detection and identification of a specific viral nucleic acid from individuals exhibiting signs and symptoms of respiratory infection aids in the diagnosis of respiratory viral infection when used in conjunction with other clinical and laboratory findings.  The device is intended for detection and identification of a combination of the following viruses:  Influenza A and Influenza B, Influenza A subtype H1 and Influenza A subtype H3, Respiratory Syncytial Virus subtype A and Respiratory Syncytial Virus subtype B, Parainfluenza 1, Parainfluenza 2, and Parainfluenza 3 virus, Human Metapneumovirus, Rhinovirus, and Adenovirus.","A qualitative in vitro diagnostic assay intended to simultaneously detect, identify, and/or differentiate multiple respiratory virus nucleic acid extracted from human respiratory specimens or viral cultures.  Detection and differentiation of specific virus RNA or DNA aids in the diagnosis of respiratory infections in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of infection with these viruses.","A qualitative in vitro diagnostic assay intended to simultaneously detect, identify, and/or differentiate multiple respiratory virus nucleic acid extracted from human respiratory specimens or viral cultures.  Detection and differentiation of specific virus RNA or DNA aids in the diagnosis of respiratory infections in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of infection with these viruses.",In vitro diagnostic device,N,N,Eligible
SU,,OCE,Cultured Epithelial Autograft,102,,N,N,,6,"Interactive wound and burn dressing containing a live xenogeneic component.  Indicated for use in patients who have deep dermal or full thickness burns comprising a total body surface area of greater than or equal to 30%.  It may be used in conjunction with split-thickness autografts, or alone in patients for whom split-thickness autografts may not be an option due to the severity and extent of their burns.","Epicel cultured epidermal autografts (CEA) is an aseptically processed wound dressing composed of the patient?s own (autologous) keratinocytes grown ex vivo in the presence of proliferation-arrested, murine (mouse) fibroblasts.  Epicel consists of sheets of proliferative, autologous keratinocytes, ranging from 2 to 8 cell layers thick and is referred to as a cultured epidermal autograft.  Each graft of Epicel is attached to petrolatum gauze backing with stainless steel surgical clips and measures approximately 50 cm2 in area.",Patient's own cells are in vitro cultivated and expanded in number into a graft/dressing design in sufficient size to facilitate coverage of the burn injury.,Entire integumentary (skin) system,Y,Y,Eligible
NE,NE,OCF,"Stimulator, Nerve, Electrical, Transcutaneous, Limited Output, Arthritis Pain Relief",2,,N,N,882.5889893,1,Electrical stimulation of nerves for relief of pain associated with arthritis (including osteoarthritis and rheumatoid arthritis). Relief of pain associated with arthritis (including osteoarthritis and rheumatoid arthritis).,Electrical stimulation unit with leads and cutaneous electrodes.,Applies an electrical current through electrodes on a patient's skin.,Electrodes are placed on the skin to stimulate nerves in proximity to the painful joint.,N,N,Eligible
OR,OR,OCG,"Prosthesis, Hip, Pelvifemoral Resurfacing, Metal/Polymer, Uncemented",3,,N,N,888.3410034,2,"Call for PMAs to be filed by 1/3/05 per 69 FR 59134 on 10/4/04 - Intended to replace the articulating surfaces of the hip while preserving the femoral head and neck and indicated for osteoarthritis, rheumatoid arthritis, traumatic arthritis, avascular necrosis of the femoral head.","This generic type of device includes prostheses that consist of a femoral cap component made of a metal alloy, such as cobalt-chromium-molybdenum, or a ceramic material, that is placed over a surgically prepared femoral head, and an acetabular resurfacing polymer component.",The device limits translation and rotation in one or more planes via the geometry of its articulating surfaces. It has no linkage across the joint.,hip joint,Y,N,Eligible
CV,CV,OCH,"Oximeter, Infrared, Sporting, Aviation",2,,N,N,870.2700195,7,Solely for use with sporting and aviation activities.  Intended to monitor heart rate during exercise.,sports watch that emits infrared,Non-invasive infrared,Circulatory pulse,N,N,Eligible
HO,HO,OCI,"Indicator, Physical/Chemical, Storage Temperature",2,,N,N,880.2800293,1,"The time-temperature indicator provides a visual signal that a selected time-temperature profile has been exceeded.  When affixed to a device, a time temperature indicator is indicated, via a permanent color change, for the purpose of distinguishing between medical products that have exceeded a selected time-temperature profile of interest to the user from products that have not exceeded that profile.","Plastic label stock, with adhesive backing. Reference and active inks are deposited upon the plastic stock. The reference ring is printed with UV curable ink or a solvent-based ink, depending on the substrate. The active ink contains a suspension of diacetylenic monomers within a nitrocellulose-based ink vehicle.",The mode of operation is through the solid state polymerization of diacetylenes (DAs) to form poly(diacetylenes) (PDAs).,Affixed to packaging of a device.,N,N,Eligible
OR,OR,OCJ,"Spinal Channeling Instrument, Vertebroplasty",1,,N,N,888.4539795,4,"Create channels in the existing spinal bone structure for the flow of polymethylmethacrylate bone cement (PMMA) prior to a vertebroplasty procedure.  Treatment of pathological compression fractures of the vertebral body that may result from osteoporosis, benign lesions, and/or malignant lesions.",Composed of cannula for placement within the vertebral body and cutting element that is deployed by the surgeon once the cannula is placed.,Device placed within cancellous bone of vertebral body and then cutting element advanced forward out of device by surgeon to create channel for cement flow.,Vertebral body.,N,N,Eligible
GU,,OCK,"Transurethral Occlusion Insert, Urinary Incontinence-Control, Female",3,,N,N,,2,Transurethral insert for urinary occlusion/control in women with urinary incontinence,"balloon tipped catheter, insertion device",A balloon tipped catheter is inserted into the urethra. Deflation or removal of the device results in fluid movement,urethra,N,N,Eligible
CV,SU,OCL,"Surgical Device, For Cutting, Coagulation, And/Or Ablation Of Tissue, Including Cardiac Tissue",2,,N,P,878.4400024,1,"Surgical device for cutting, coagulation, and/or ablation of tissue, including cardiac tissue","The device tip delivers energy to provide cutting, coagulation, and/or ablation of the contacted tissue","The device energy source used to provide cutting, coagulation and/or ablation may be radio frequency (RF), cryogenic, laser or ultrasound",Cardiac tissue.,N,N,Eligible
CV,,OCM,"Surgical Cardiac Ablation Device, For Treatment Of Atrial Fibrillation",3,,N,N,,2,Surgical cardiac ablation for the treatment of atrial fibrillation.,x,x,Heart.,N,N,Eligible
IM,IM,OCN,Insulin Autoantibody Kit,2,,N,N,866.565979,1,The device is used for the semi-quantitative determination of insulin autoantibodies in human serum as an aid in the diagnosis of Type 1 diabetes mellitus (autoimmune mediated diabetes) in patients who have not received insulin therapy.,Not applicable,Immunoassay,Not applicable,N,N,Eligible
DE,,OCO,"Mouthguard, Migraine/Tension Headache",85,1,N,N,,1,"A device to be used in the prophylactic treatment of medically diagnosed migraine pain as well as migraine associated tension-type headaches, by reducing their signs and symptoms through reduction of trigeminally innervated muscular activity, and; For the prevention of bruxism and tmj syndrome through reduction of trigeminally innervated muscular activity.",Plastic mouthguard fitted to the teeth,Mouthguard repositions the jaw to reduce muscle tension,Oral cavity,N,N,Eligible
GU,OB,OCQ,"Laparoscopic Bladder-Neck Suspension Instrument, Stress Urinary Incontinence",2,,N,N,884.1719971,1,For female urinary stress incontinence due to hypermobility,"may include: template assembly, suture retriever, suture cutter, suture placement system",Bladder neck suspension using sutures,bladder neck,N,N,Eligible
AN,CV,OCR,Lung Sound Monitor,2,,N,Y,870.1875,4,The lung sound monitor is intended for use in monitoring and recording lung sounds.,"The device consists of the arrays of electronic stethoscopes to collect the sound, a digital collector module, and is connected via cable to a PC workstation.","Uses electronic stethoscopes placed in an array on the pts. back to record sounds within 100-250Hz, the sounds recorded are converted from analog to digital, and through software, displayed in a gray-scale image.",Posterior thorax to record sounds emanating from the lungs.,N,N,Eligible
GU,GU,OCS,"Endoscopic Video Imaging System/Component, Gastroenterology-Urology",2,,N,N,876.1500244,1,To allow for visualization of body cavities through an endoscope by projecting images to a monitor.,"May include: ccd camera, monitor, other software or hardware associated with video equipment, and components from other regulations, such as a pump.",Inserted through endoscope,"various body cavities, hollow organs, and canals in GI and GU tract",N,N,Eligible
GU,GU,OCT,"Anti Fog Solution And Accessories, Endoscopy",2,,N,Y,876.1500244,1,"To prevent, reduce or eliminate condensation (fog) on endoscopic lens.","anti fog solution; applicator- typically a foam pad or sponge, spray can, bottle, or cloth; container to hold solution","Apply solution to lens, typically by spraying or wiping.",endoscopic lens,N,N,Eligible
GU,GU,OCU,Endoscopic Storage Cover,2,,N,Y,876.1500244,1,To protect delicate parts of the endoscope during transport and storage. May also be used to protect during sterilization.,cover or sheath,Placed over endoscope or parts of the endoscope.,delicate parts of endoscope,N,N,Eligible
GU,GU,OCV,Endoscope Holder,2,,N,P,876.1500244,1,To hold endoscope in a desired position during procedures.,holder,endoscope placed or mounted onto holder,endoscope,N,N,Eligible
GU,GU,OCW,Endoscopic Tissue Approximation Device,2,,N,Y,876.1500244,1,"To aid in endoscopically placing sutures, staples, clips, and other fastening tools through tissue.","may include: delivery instrument, applier, holder, connector, threading tool, needle-loading tool, ring implant, pin implant, knot pusher, sutures, staples, clips, tackers, fasteners",Many methods to perform intended use. Insert instrument through endoscope at desired area of delivery.,"Various tissues located within body cavities, hollow organs, and canals in GI and GU tract.",N,N,Eligible
GU,GU,OCX,Endoscopic Irrigation/Suction System,2,,N,Y,876.1500244,1,"To supply sterile water, other solutions and/or suction to endoscopes during endoscopic procedures.","may include: pump, motor, tubing, controller, air switch, power supply, transducer, digital display, suction attachment, bottle cap",Connects to tubing from pump and goes down working channel of endoscope,endoscope,N,N,Eligible
GU,GU,OCY,"Endoscopic Guidewire, Gastroenterology-Urology",2,,N,Y,876.1500244,4,To provide access to gi or gu tract for the purpose of passing or exchanging other accessories.,"metal guidewire with or without polymer coating, and associated guidewire accessories",placed through working channel of endoscope,various in GI and GU tract,N,N,Eligible
GU,GU,OCZ,"Endoscopic Grasping/Cutting Instrument, Non-Powered",2,,N,Y,876.1500244,1,"To manually grasp stones, tissues or other objects through an endoscope. To manipulate, sample or cut tissues through an endoscope.","Non-electric and non-magnetic devices. May include: grasping or retrieval forceps, biopsy forceps or other sampling tools, scissors, stone basket, stone dislodger",Place through an endoscope to reach desired area.,"various tissues, stones or other foreign bodies within GI and GU tract.",N,N,Eligible
GU,GU,ODA,Endoscopic Central Control Unit,2,,N,N,876.1500244,1,"To control endoscopic and other ancillary surgical equipment in one central location, either by remote control, touch screen, or voice command.","may include: monitor, remote (or other wireless device), microphone, card adaptor, cables, other hardware and software",Connect operating systems into central control unit,endoscopic and other ancillary surgical equipment,N,N,Eligible
GU,GU,ODB,Endoscopic Contamination Prevention Sheath,2,,N,N,876.1500244,1,To protect an endoscope from contamination by providing a barrier between the body and the endoscope.,sheath,Placed over endoscope before insertion into the body,endoscope,N,N,Eligible
GU,GU,ODC,Endoscope Channel Accessory,2,,N,Y,876.1500244,1,To give the endoscope channel additional or improved functionality.,"may include: biopsy cover, biopsy cap, external accessory channel, anti splatter device, locking device,",attach to endoscope channel,endoscope channel,N,N,Eligible
GU,GU,ODD,Endoscopic Retrograde Cholangiopancreatography (Ercp) Cannula,2,,N,N,876.1500244,1,"To identify stones, tumors, or narrowing in the biliary tree.",catheter. may include radiopaque markings,Passed through an endoscope (duodenoscope) into the biliary duct to inject x-ray contract media into the biliary tree.,biliary tree,N,N,Eligible
GU,GU,ODE,"Endoscopic Suture/Plication System, Gastroesophageal Reflux Disease (Gerd)",2,,N,N,876.1500244,1,"To treat the symptoms of chronic gastroesophageal reflux disease (GERD), either by approximating tissue with sutures or plicating tissue with an implant.","may include: capsule assembly, needle assembly, guidewire, suture cutter, tubing, clip delivery device, clips or other implant, plication instrument, overtube, retractor","Place sutures in soft tissue of stomach and esophagus, or deliver implant in stomach near gastroesophageal junction",gastroesophageal junction GEJ,Y,N,Eligible
GU,GU,ODF,"Mini Endoscope, Gastroenterology-Urology",2,,N,N,876.1500244,1,"To examine and perform procedures in body cavities of the GI and GU tract.    If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).","May include: handle, scope, fiberoptic attachment. Usually modular in nature. May be custom built",Can be placed through working channel of a full sized endoscope. May also be used as a stand alone device,various body cavities in the GI and GU tract,N,N,Ineligible
GU,GU,ODG,"Endoscopic Ultrasound System, Gastroenterology-Urology",2,,N,N,876.1500244,1,"To provide ultrasonic visualization of body cavities that can be accessed by endoscope.    For reusable, flexible endoscopes in this product code, validated reprocessing instructions and reprocessing validation data must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).","ultrasound system and system accessories, endoscope",Uses ultrasound to visualize body cavities through endoscope,"various body cavities, hollow organs, and canals in GI and GU tract",N,N,Ineligible
GU,,ODH,Implantable Bladder-Evacuation Electrical Stimulation System,102,,N,N,,6,To provide urination on demand and to reduce post-void residual volumes of urine in patients who have clinically complete spinal cord lesions (asia classification) with intact parasympathetic innervations of the bladder and are skeletally mature and neurologically stable.,"May include: electrodes, implantable pulse gnerator, battery charger, programmer or transmitter, surgical components",electrical sacral nerve stimulation,sacral anterior root,Y,N,Eligible
HO,HO,ODI,Administration Set Docking Station,2,,N,N,880.5440063,1,Temporary closing IV administration set.  Temporary aseptic closure of the male Luer connector of the IV tubing in between uses for the life of the administration set.,"Housing is made of polyethylene, piston is made of silicone",Temporary barrier against airborne contaminants,"indirect contact, intravascular administration of fluids",N,N,Eligible
OP,,ODK,Refractive Corneal Implant,102,,N,N,,6,Intended for the reduction or elimination of myopia and astigmatism in patients with keratoconus so that their functional vision may be restored and the need for a corneal transplant procedure may be potentially deferred.,"Two clear polymethylmethacrylate segments, each having an arc length of 150 degree.","When placed in the corneal stroma outside of the patient's central optical zone, the product reduces the cone by flattening the cornea and for non-central keratoconus repositions the cone centrally.",Corneal stroma,Y,N,Eligible
GU,GU,ODN,Ultrafiltration-Controlled Nocturnal Dialysate Delivery System,2,,N,N,876.5859985,1,Hemodialysis performed with a high permeability hemodialyzer and an ultrafiltration-controlled system.  Nocturnal hemodialysis for patients with end-stage renal disease (chronic dialysis) or acute renal failure (acute dialysis) performed with a high permeability hemodialyzer and an ultrafiltration-controlled system.,"Device is an electronic, software-controlled system with a user interface.  Device can include extracorporeal tubing sets, but not necessarily.","Device consists of a system of pumps, valves, sensors, monitors and other components that direct blood through a dialyzer so that hemodialysis may be performed.",Device is an extracorporeal device treating patients' blood.,N,Y,Eligible
OR,OR,ODP,"Intervertebral Fusion Device With Bone Graft, Cervical",2,,N,N,888.3079834,1,Intended to stabilize cervical spinal segment to promote fusion in order to restrict motion and decrease pain using bone graft.,Hollow cylinder or rectangular box made of metal or polymer.,Acts as a disc spacer and holds bone graft.,Intervertebral disc space.,Y,N,Eligible
SU,SU,ODR,Electrosurgical Patient Return Electrode,2,,N,N,878.4400024,1,"Ground pad used to finish circuit during electrosurgery.  A single use, non-sterile dispersive electrode with a pre-attached cord used to adhere to the patient over the entire pad surface to complete the electrosurgical circuit between the generator, the active electrode, and the patient.","The electrode consists of five distinct layers of materials: the Mylar (protective cover) which is removed prior to use, Gel, Aluminum, Acrylic Adhesive and Blue Foam. The electrode construction consists of a dual aluminum electrode which connects to the generator during surgery. The aluminum is backed with a blue polyethylene foam pad with an acrylic adhesive which prevent fluid ingress. The aluminum is covered with a conductive Hydrogel adhesive.  The aluminum and the Hydrogel are the conductive layers.","Electrosurgical Patient Return Electrode is a single use, non-sterile disposable electrode with and without a pre-attached cord. The use is to complete an electrical circuit during electrosurgery between the generator, the active electrode, and an patient. It is furnished with a cord. The pad has a hydrogel adhesive for conductivity with an acrylic border to prevent invasion of fluids. Both pad designs are compatible with return electrode monitoring generator systems.",Thigh,N,N,Eligible
SU,,ODS,Orcel-Composite Cultured Skin,102,,N,N,,6,"Wound covering.  Indicated for use in patients with mitten hand deformities due to recessive dystrophic epidermolysis bullosa (rdeb) as an adjunct to standard autograft procedures (i.E., skin grafts and flaps) for covering wounds and donor sites created after the surgical release of hand contractures (i.E., ?mitten? hand deformities).",Solid,Cellular Wound Dressing,Extremities,Y,N,Eligible
CV,,ODT,"Tissue Adhesive, Aortic Aneurysmorrhaphy",102,,N,N,,6,For use as an adjunct in the surgical repair of thoracic aortic aneurysms.,a two-part liquid that is mixed just prior to use,the adhesive is introduced into the false lumen after collapsing the false lumen to minimize the amount of adhesive needing to be dispensed,false lumen of an aortic aneurysm,Y,N,Eligible
SU,SU,ODU,Facial Implant,2,,N,N,878.3499756,1,"For use in plastic and reconstructive surgery. The devices can be used for cosmetic augmentation and corrections of soft tissue deformities in the face, including areas such as the nose, chin, and cheeks.",Solid implants,Plastic surgery,face,Y,N,Eligible
HE,HE,ODV,Vitamin K Epoxide Reductase Complex Subunit One (Vkorc1) Genotyping System,2,,N,N,864.7750244,1,An in vitro diagnostic assay for use in genotyping vitamin k epoxide reductase complex subunit one (VKORC1) alleles to aid in the identification of patients at risk for altered warfarin sensitivity.,genotyping test system,Uses DNA genotyping technology to determine patient genotype at the Vitamin k epoxide reductase complex subunit one (VKORC1) gene locus.,"clinical samples (blood, saliva, buccal swab samples)",N,N,Eligible
TX,TX,ODW,Cytochrome P450 2c9 (Cyp450 2c9) Drug Metabolizing Enzyme Genotyping System,2,,N,N,862.3359985,1,An in vitro diagnostic assay for use in genotyping Cytochrome P450 2C9 (CYP450 2C9) alleles.  Information about the CYP2C9 genotype may be used as an aid to clinicians in determining therapeutic strategy for medications that are metabolized by the CYP2C9 gene product.,genotyping test system,Uses DNA genotyping technology to determine patient genotype at the Cytochrome P450 2C9 (CYP450 2C9) locus.,"clinical samples (blood, saliva, buccal swab samples)",N,N,Eligible
